GRID NAME,HUKI + ADOPT CLEARANCE DATES,AA before huki,AS before huki,GS before huki,Total Other (O+) before huki,O before huki,BRY before huki,BS before huki,C before huki,CE  before huki,CH before huki,CLA before huki, DC before huki,DA before huki,DF before huki,DS before huki,Total Dictyota before huki,GC before huki, GP before huki, GR before huki,HAL/HD before huki,HH before huki,HYD before huki,HC before huki,HM before huki,LM before huki,P before huki,SF before huki,ROCK COUNT  (0 cm),SAND COUNT,SAND DEPTH MEAN cm,SEDIMENT DEPTH MEAN m+s  cm,date assess,AA  after huki,AS  after huki,GS  after huki,Total IAA  after huki,Other (O+) after huki,O 0yr,BRY 0yr,BS 0yr,CR 0yr,C 0yr,CE 0yr,CH 0yr,CLA 0yr,DC 0yr,DA  oyr,DF  0yr,DS  0yr,DICT sp?  0yr,total Dctyota 0yr,GC 0yr,GP 0yr,GR 0yr,HAL 0yr,HH 0yr,HYD 0yr,HC 0yr,HM 0yr,LC  0yr,LM 0yr,LN 0yr,P   0yr,SF 0yr,clumps,intersects,ROCK COUNT  (0 cm),SAND COUNT,MUD COUNT,SAND DEPTH MEAN cm,MUD DEPTH MEAN cm,count r+s+m,sum depth s+m cm,SEDIMENT DEPTH MEAN m+s  cm
8122 3147,,2,34,14,74,,,,54,,2,,,2,,,2,,,,,,,,4,,2,10,0,,,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8122 3157,,4,12,6,32,,,,16,,4,,,2,,,2,,,,,,,,,,,10,22,44,2.09,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131 2857,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 2867,5/11/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,5/11/13,3,,,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 2877,5/11/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,5/11/13,2,,,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 2877,6/18/19,3,15,61,49,21,,,4,,,,,,,,0,,,,,,,,,,,24,11,17,3.65,3.65,6/18/19,0,3,16,19,6,1,,,,5,,,,,,,,,0,,,,,,,,,,,,,,,,20,62,,2.97,,82,184.0,2.97
8131 2877,10/23/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/23/21,0,17,18,35,20,,,,,,,,,,,,,,0,,,,,,,,,,20,,,,,,30,46,,4.76,,76,219.0,4.76
8131 2886,2/20/20,2,30,57,27,,,,,,17,,,,,,0,,,,,,,,,9,,1,20,13,2.08,2.08,2/20/20,2,2,5,9,4,,,,,,,1,,,,,,,0,,,,,,,,,,3,,,,,,94,1,,2.00,,95,2.0,2.00
8131 2886,6/8/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,6/8/13,2,,,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 2886,6/18/19,7,25,62,59,46,,,,,6,,,,,,0,,,,,,,,,,,7,10,16,3.06,3.06,6/18/19,10,8,52,70,35,12,,,,,,,,,,,,,0,,,,,,,,,,,,,23,,,30,4,,3.25,,34,13.0,3.25
8131 2886,6/24/20,0,39,59,78,,,,,,6,,,4,,,4,,,,,,,,,44,,24,16,17,3.41,3.28,6/24/20,2,11,29,42,27,,,,,,,,,,2,,,,2,,,,,,,,,,20,,,5,,,23,16,1,2.69,2.00,40,45.0,2.65
8131 2886,,0,43,60,,,,,,,11,,,3,,,3,,,,,,,,,1,,11,5,17,2.94,2.94,6/16/21,0,35,44,79,14,,,,,,,8,,,,,,,0,,,,,,,,,,,,,6,,,24,32,,3.09,,56,99.0,3.09
8131 2896,5/11/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,5/11/13,8,,,8,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 2896,6/18/19,7,9,52,66,34,,,,,3,,,,,,0,,,,,,,,,19,,10,15,16,3.25,3.25,6/18/19,6,14,32,52,18,4,,,,,,,,,,,,,0,,,,,,,,,,,,,14,,,41,13,,3.38,,54,44.0,3.38
8131 2896,6/26/21,0,0,39,19,,,,,,,,,,,,0,,,,,,,,,,,19,16,8,2.13,2.13,6/26/21,0,3,7,10,5,,,,,,,,,,,,,,0,,,,,,,,,,2,,,3,,,50,22,3,2.09,2.67,75,54.0,2.16
8131 2896,11/26/19,3,42,60,35,,,,,,16,,,,,,0,,,,,,,,,,,19,13,17,2.76,2.76,11/26/19,4,6,46,56,10,,,,,1,,6,,,,,1,,1,,,,,,,,,,1,,,1,,,43,15,,1.67,,58,25.0,1.67
8131 2906,1/24/17,4,1,28,31,31,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,1/24/17,3,1,3,7,4,4,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 2906,6/26/21,3,29,37,26,,,,,,,,,,,,0,,,,,,,,,11,1,14,17,26,2.19,2.19,6/26/21,0,5,7,12,4,,,,,,,,,,,,,,0,,,,,,,,,,1,,,3,,,55,16,,1.44,,71,23.0,1.44
8131 2915,2/24/22,6,4,51,56,,,,,,1,,,,,,0,,,,,,,,,52,,3,19,17,2.00,2.00,2/24/22,1,2,32,35,9,,,,,,,,,,,,,,0,,,,,,,,,,9,,,,,,50,18,,2.22,,68,40.0,2.22
8131 2925,1/15/22,1/16/22,10,8,,,,,,,,,,,,,0,,,,,,,,,62,,,28,7,1.86,1.86,1/15/22,5,0,20,25,13,,,,,,,,,,,,,,0,,,,,,,,,,13,,,,,,60,19,,1.37,,79,26.0,1.37
8131 2925,11/12/16,18,11,25,31,31,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,11/12/16,7,0,2,9,6,6,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 2935,1/22/22,11,17,28,47,,,,,,,,,,,,0,,,,,,,,,47,,,31,24,1.54,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131 2935,11/12/16,42,21,47,60,60,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,11/12/16,13,10,19,42,20,20,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 2944,11/9/19,10,21,42,47,,,,,,28,,,,,,0,,,,,,,,,,,19,24,9,1.78,1.75,11/9/19,10,6,17,33,15,1,,,,,,3,,,,,,,0,,,,,,,,,,1,1,,9,,,49,12,5,2.00,2.00,66,34.0,2.00
8131 2944,,16,13,24,40,40,,,,,,,,,,,0,,,,,,,,,,,,,1,2.00,2.00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 2944,,10,4,43,52,4,,,,,3,,,,,,0,,,,,,,,,39,,6,19,8,2.63,2.63,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 2954,2/5/16,19,5,34,63,63,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,2/5/16,9,1,8,18,4,4,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 2964,2/5/16,23,1,48,70,70,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,2/5/16,14,0,12,26,10,10,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 2973,11/8/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,11/8/14,14,7,23,44,10,10,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 2983,9/9/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,9/9/13,2,,,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 2993,10/5/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,10/5/13,5,,,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 2993,11/14/20,6,51,5,39,,,,2,,2,,,2,,1,3,,,,,,,,,31,,1,32,8,1.38,1.38,11/14/20,22,46,8,76,50,,,,,15,,3,,,2,,,,2,,,,,,,,,,22,,,8,,,34,5,,3.80,,39,19.0,3.80
8131 3002,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 3012,3/21/19,9,1,1,1,1,,,,,,,,,,,0,,,,,,,,,,,,19,74,2.80,2.80,3/21/19,1,2,7,10,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,37,56,,1.88,,93,105.0,1.88
8131 3012,,,,,,,,,,,,,,,,MAKE NO MORE ENTRIES THIS ROW,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 3021,3/20/19,16,4,25,8,8,,,,,,,,,,,0,,,,,,,,,,,,20,39,1.51,1.51,3/20/19,5,5,15,25,2,1,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,32,46,,1.33,,78,61.0,1.33
8131 3021,12/7/13,,,,,,,,,,,,,,,MAKE NO MORE ENTRIES THIS ROW,0,,,,,,,,,,,,,,,n/a,12/19/13,34,,,34,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 3031,1/1/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,1/1/14,20,,,20,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 3041,2/7/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,2/7/14,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 3041,3/12/20,8,8,45,54,,,,4,,1,,,,,,0,,,,,,,,,49,,,44,16,2.44,2.44,3/12/20,6,4,22,32,10,,,,,2,,,,,,,,,0,,,,,,,,,,8,,,,,,47,26,,1.31,,73,34.0,1.31
8131 3050,3/12/20,5,17,24,52,,,,2,,5,,,,,,0,,,,,,,,,44,1,,46,12,2.33,2.33,3/12/20,4,3,8,15,16,,,,,,,,,,,,,,0,,,,,,,,,,15,,,1,,,57,27,,1.96,,84,53.0,1.96
8131 3050,,23,7,74,81,81,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 3050a,,0,12,23,18,4,,,,,3,,,,,,0,,,,,,,,,,,11,40,24,2.50,2.50,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 3060,2/7/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,2/7/14,9,0,0,9,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 3060,3/12/20,4,12,31,55,,,,,,1,,,,,,0,,,,,,,,,54,,,23,14,1.43,1.43,3/12/20,6,5,23,34,32,,,,,,,2,,,,,,,0,,,,,,,,,,30,,,,,,42,17,,1.65,,59,28.0,1.65
8131 3060,4/3/19,15,18,32,29,,,,,,25,,,,,,0,,,,,,,,,,,4,13,38,2.82,2.82,4/3/19,4,7,18,29,5,,,,,,,5,,,,,,,0,,,,,,,,,,,,,,,,55,22,,2.82,,77,62.0,2.82
8131 3070,3/1/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,3/1/14,9,,,9,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 3079,10/13/18,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,10/13/18,3,3,8,14,9,2,,,,,,,,,,,,,0,,,,,,,,,,2,,,5,,,22,59,,2.17,,81,128.0,2.17
8131 3079,,36,36,52,51,51,,,,,,,,,,,0,,,,,,,MAKE NO MORE ENTRIES ON THIS LINE,,,,,,,,n/a,10/27/17,10,30,30,70,82,82,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 3089,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 3099,2/23/19,15,0,44,6,,,,,,,,,,,,0,,,,,,,,,,,6,39,16,2.19,2.19,2/23/19,1,0,11,12,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,45,40,,1.35,,85,54.0,1.35
8131 3099,,,,,,,,,,,,,,,,,0,,,,,,,MAKE NO MORE ENTRIES ON THIS LINE,,,,,,,,n/a,7/12/14,17,,,17,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 3108,7/2/14,,,,,,,,,,,MAKE NO MORE ENTRIES THIS LINE,,,,,0,,,,,,,,,,,,,,,n/a,7/2/14,21,,,21,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 3108,7/2/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 3118,9/9/21,2,37,27,36,,,,3,,3,,,,,,3,,,,,,,,,21,,6,29,17,2.35,2.35,9/11/21,1,40,36,77,84,,,,,12,,5,,,1,,,,1,,,,,,,,,,56,,,10,,,14,19,,2.32,,33,44.0,2.32
8131 3128,,2,36,8,22,,,,,,16,,,,,,0,,,,,,,,,,,6,34,16,1.75,1.75,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 3147,,10,54,12,50,,,,10,,12,,,,,,0,,,,2,,,,,2,,24,10,12,2.17,2.17,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 3157,1/19/19,16,28,41,20,6,,,,,,,,,,,0,,,,,,,,,,,14,11,26,2.81,2.81,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 3157,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8131 3195,6/18/19,2,9,63,39,30,,,,,1,,,,,,0,,,,,,,,,,,8,19,15,2.93,2.93,6/18/19,1,6,36,43,15,9,,,,,,,,,,,,,0,,,,,,,,,,,,,6,,,39,24,,2.17,,63,52.0,2.17
8140 2886,6/18/19,2,9,63,20,15,,,,,1,,,,,,0,,,,,,,,,,,4,10,40,11.85,11.85,6/18/19,1,3,18,22,8,5,,,,,,,,,,,,,0,,,,,,,,,,,,,3,,,20,40,,7.35,,60,294.0,7.35
8140 2906,10/1/19,1,49,61,48,1,,,,,17,,,3,,,3,,,,,,,,,,,27,17,7,2.29,2.29,10/1/19,1,2,6,9,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,39,49,,8.84,,88,433.0,8.84
8140 2906,,2,5,44,47,2,,,,,,,9,,,,0,,,,,,,,,,,36,29,13,1.08,1.08,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 2906,,0,18,53,63,,,,,,3,,,,,,0,,,,,,,,,43,,17,11,11,2.36,2.36,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 2935,5/27/17,24,13,38,53,53,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,5/27/17,11,2,15,28,8,8,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 2935,5/7/19,23,20,62,82,1,,,,,52,,,,,,0,,,,,,,,,,,29,22,6,2.17,2.17,5/7/19,5,0,20,25,6,,,,,,,6,,,,,,,0,,,,,,,,,,,,,,,,62,11,,2.82,,73,31.0,2.82
8140 2944,5/27/17,1,12,22,31,31,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,5/27/17,1,0,17,18,11,11,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 2954,2/5/16,17,1,33,47,47,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,2/5/16,6,1,11,18,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 2954,3/8/21,11,30,56,26,,,,,,13,,,,,,0,,,,,,,1,,3,,9,7,12,2.08,2.08,3/8/21,3,7,21,31,1,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,39,32,,1.31,,71,42.0,1.31
8140 2964,2/5/16,17,0,46,33,33,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,2/5/16,14,0,6,20,8,8,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 2964,7/18/19,8,15,50,27,,,,,,,,,,,,0,,,,,,,,,18,,9,27,11,3.73,3.73,7/18/19,5,3,40,48,2,,,,,,,2,,,,,,,0,,,,,,,,,,,,,,,,32,18,,2.00,,50,36.0,2.00
8140 2964,11/23/19,4,24,47,39,,,,1,,16,,,,,2,2,,,,,,,,,,1,18,12,25,2.32,2.31,11/23/19,2,7,20,29,6,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,4,,,53,9,2,3.00,1.00,64,29.0,2.64
8140 2973,,21,23,83,20,20,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,1,3,15,19,3,3,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 2973,1/15/18,21,23,83,20,20,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,1/15/18,1,3,15,19,3,3,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 2973,1/31/22,10,28,51,95,,,,,,8,2,,,,,0,,,,,,,,,80,,1,10,3,2.67,2.67,1/31/22,14,6,77,97,83,,,,,,,3,1,,,,1,,1,,,,1,,,,,,77,,,,,,2,2,,1.50,,4,3.0,1.50
8140 2983,1/15/18,22,17,69,54,54,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,1/15/18,13,0,15,28,9,9,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 2983,4/1/14,,,,,,,,,,MAKE NO MORE ENTRIES THIS ROW,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 2993,8/21/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,8/21/13,9,,,9,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 2993,1/15/18,33,13,57,46,46,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,1/15/18,14,1,18,33,10,10,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 3002,1/15/18,33,3,77,52,52,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,1/15/18,9,0,9,18,2,2,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 3002,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,2,,,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 3012,1/15/18,25,9,39,48,48,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,1/15/18,5,0,7,12,7,7,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 3012,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,8,,,8,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 3021,3/31/17,22,12,48,63,63,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,3/31/17,25,5,18,48,28,28,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 3031,3/16/18,23,24,58,44,44,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,3/16/18,16,10,26,52,17,17,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 3031,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,6,,,6,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 3041,3/16/18,26,15,60,27,27,,,,,,,,,,,0,,,,,,,,,,,,18,18,3.33,3.33,3/16/18,17,11,41,69,26,26,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 3041,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,3,,,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 3050,3/16/18,30,19,51,27,27,,,,,,,,,,,0,,,,,,,,,,,,16,8,1.00,1.00,3/16/18,11,7,40,58,32,32,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 3050,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,3,,,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 3060,3/5/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,3/5/14,3,,,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 3060,4/3/19,17,15,36,35,,,,,,27,,,,,,0,,,,,,,,,,,8,27,19,3.05,3.05,4/3/19,7,4,23,34,12,,,,,,,10,,,,,,,0,,,,,,,,,,,,,2,,,55,9,,2.33,,64,21.0,2.33
8140 3070,,36,44,56,68,68,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 3070,,4,0,18,8,,,,,,,,,,,,0,,,,,,,,,,,8,32,43,2.72,2.72,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 3079,3/29/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,3/29/14,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 3089,7/22/17,26,22,52,50,50,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,7/22/17,12,7,37,56,40,40,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 3099,11/25/15,12,2,48,31,31,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,11/25/15,27,7,49,83,9,9,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 3108,11/25/15,26,7,63,43,43,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,11/25/15,24,2,47,73,14,14,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 3118,7/24/21,3,23,36,17,,,,,,2,,,,,,0,,,,,,,,,5,,10,32,16,2.00,2.00,7/24/21,1,34,25,60,25,1,,,,1,,4,,,1,,,,1,,,,,,,,,,3,,,15,,,57,15,,2.00,,72,30.0,2.00
8140 3118,9/5/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,9/5/14,7,,,7,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 3128,8/21/21,0,23,15,8,,,,,,,,,2,,2,4,,,,,,,,,,,4,37,25,3.00,3.00,8/21/21,0,19,21,40,2,,,,,,,,,,,,,,0,,,,,,,,,,,,,2,,,40,14,,3.36,,54,47.0,3.36
8140 3128,,6,42,16,16,,,,,,10,,,,,,0,,,,Make no further entries this line,,,,,2,,4,28,8,2.50,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8140 3137,7/14/18,12,7,33,16,,,,,,,,,,,,0,,,,,,,,,,,16,18,28,1.71,1.71,7/14/18,10,6,18,34,3,,,,,,,,,,,,,,0,,,,,,,,,,,,,3,,,30,45,,2.00,,75,90.0,2.00
8140 3147,7/14/18,23,8,42,20,,,,,MAKE NO NEW ENTRIES THIS LINE,,,,,,,0,,,,,,,,,,,20,21,14,2.07,2.07,7/14/18,4,1,14,19,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,,29,44,,1.84,,73,81.0,1.84
8140 3147,8/21/21,1,15,23,14,,,,,,,,,4,,2,6,,,,,,,,,,,8,29,37,2.32,2.32,8/21/21,1,20,25,46,4,,,,,,,,,,,,,,0,,,,,,,,,,,,,4,,,,31,,4.16,,31,129.0,4.16
8140 3157,7/14/18,9,23,1,8,,,,,,,,,,,,0,,,,,,,,,,,8,31,39,1.72,1.74,7/14/18,8,0,7,15,2,0,,,,,,,,,,,,,0,,,,,,,,,,,,,2,,,25,48,16,1.79,1.94,89,117.0,1.83
8140 3166,7/14/18,16,7,9,10,1,,,,,,,,,,,0,,,,,,,,,,,9,24,55,2.05,2.05,7/14/18,9,1,6,16,2,0,,,,,,,,,,,,,0,,,,,,,,,,,,,2,,,26,63,24,2.54,2.21,113,213.0,2.45
8140 3176,7/14/18,29,15,52,25,4,,,0,,,,,,,,0,,,,0,,,0,,,,21,8,27,2.67,2.67,7/14/18,29,10,31,70,4,,,,,,,,,,,,,,0,,,,,,,,,,,,,4,,,18,42,,2.05,,60,86.0,2.05
8140 3186,4/5/18,32,19,40,101,33,,,60,,,,5,,,,0,,,,,,,1,,,1,,12,28,2.86,2.86,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 2935,2/26/17,9,24,70,49,49,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,2/26/17,1,0,13,14,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 2944,2/26/17,3,12,68,67,67,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,2/26/17,0,0,9,9,3,3,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 2954,2/25/17,8,9,71,75,75,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,2/25/17,1,2,17,20,15,15,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 2964,7/1/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,7/1/13,7,,,7,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 2964,7/18/19,2,16,57,15,1,,,,,,,,,,,0,,,,,,,,,14,,,19,12,4.00,4.00,7/18/19,3,25,54,82,4,,,,,,,,,,,,,,0,,,,,,,,,,4,,,,,,31,14,,1.14,,45,16.0,1.14
8149 2964,11/23/19,0,27,67,25,,,,,,5,,,,,,0,,,,,,,,,,,19,25,7,2.86,2.86,11/23/19,2,5,21,28,6,,,,,,,,,,,,,,0,,,,,,,,,,,,,6,,,53,15,3,3.73,2.67,71,64.0,3.56
8149 2973,1/15/18,0,29,73,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,1/15/18,4,4,28,36,6,6,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
